StockistCode,StateID,StateName,DistrictName,CityName,CityID,RMName,DGMName
AIOCDW613,8,GUJARAT,SURAT,SURAT,47,VACANCY,VACANCY
AIOCDW615,8,GUJARAT,SURAT,SURAT,47,VACANCY,VACANCY
AIOCDW616,8,GUJARAT,SURAT,SURAT,47,VACANCY,VACANCY
AIOCDW617,8,GUJARAT,SURAT,SURAT,47,VACANCY,VACANCY
AIOCDW624,8,GUJARAT,SURAT,SURAT,47,VACANCY,VACANCY
AIOCDW634,8,GUJARAT,SURAT,SURAT,47,VACANCY,VACANCY
AIOCDW636,8,GUJARAT,SURAT,SURAT,47,VACANCY,VACANCY
MHMU201219,12,MUMBAI,MUMBAI,MUMBAI,425,VACANCY,VACANCY
AIOCDW501,22,WEST BENGAL REST,PASCHIM MEDINIPUR,MEDINIPUR(MIDNAPORE),180,VACANCY,VACANCY
AIOCDW997,4,BIHAR,GOPALGANJ,GOPALGANJ,74,VACANCY,VACANCY
AIOCDW998,4,BIHAR,GOPALGANJ,GOPALGANJ,74,VACANCY,VACANCY
AIOCDW824,4,BIHAR,GOPALGANJ,GOPALGANJ,74,VACANCY,VACANCY
AIOCDW831,7,MARATHWADA,SOUTH GOA,MARGAO,1225,VACANCY,VACANCY
AIOCDW839,20,UTTARAKHAND UP WEST,U.S. NAGAR,KASHIPUR,133,VACANCY,VACANCY
AIOCDW874,23,KOLKATA,HOWRAH,AMTA,2162,VACANCY,VACANCY
AIOCDW935,21,UP EAST,CHANDAULI,CHANDAULI,1275,VACANCY,VACANCY
AIOCDW949,2,ANDHRA PRADESH,KADAPA,KADAPA,454,VACANCY,VACANCY
AIOCDW963,4,BIHAR,ROHTAS,DEHRI ON SONE,1514,VACANCY,VACANCY
MHGJ200048,7,MARATHWADA,JALGAON,JALGAON,580,VACANCY,VACANCY
AIOCDX103,11,JHARKHAND,GARHWA,GARHWA,437,VACANCY,VACANCY
AIOCDX104,14,KARNATAKA,BENGALURU,BENGALURU(BANGALORE),236,VACANCY,VACANCY
AIOCDX107,17,Punjab & JHC,FEROZEPUR,FEROZEPUR,79,VACANCY,VACANCY
AIOCDX145,20,UTTARAKHAND UP WEST,U.S. NAGAR,KICHHA,134,VACANCY,VACANCY
AIOCDX173,1,TELANGANA,WARANGAL,WARANGAL,803,VACANCY,VACANCY
AIOCDX175,20,UTTARAKHAND UP WEST,MAINPURI,MAINPURI,747,VACANCY,VACANCY
AIOCDW918,14,KARNATAKA,BENGALURU,BENGALURU(BANGALORE),236,VACANCY,VACANCY
AIOCDW926,18,RAJASTHAN,BHILWARA,BHILWARA,84,VACANCY,VACANCY
AIOCDX206,6,DELHI,WEST DELHI,WEST DELHI,1563,VACANCY,VACANCY
AIOCDW819,17,Punjab & JHC,CHANDIGARH,CHANDIGARH,69,VACANCY,VACANCY
AIOCDW820,21,UP EAST,BASTI,BASTI,201,VACANCY,VACANCY
AIOCDW916,21,UP EAST,BASTI,BASTI,201,VACANCY,VACANCY
AIOCDX117,20,UTTARAKHAND UP WEST,JHANSI,JHANSI,452,VACANCY,VACANCY
AIOCDX125,21,UP EAST,BASTI,BASTI,201,VACANCY,VACANCY
AIOCDX218,7,MARATHWADA,NORTH GOA,PANJI,1237,VACANCY,VACANCY
MHMU201232,12,MUMBAI,MUMBAI,MUMBAI,425,VACANCY,VACANCY
MHMU201233,12,MUMBAI,MUMBAI,MUMBAI,425,VACANCY,VACANCY
AIOCDW943,18,RAJASTHAN,CHURU,CHURU,333,VACANCY,VACANCY
AIOCDW944,18,RAJASTHAN,CHURU,CHURU,333,VACANCY,VACANCY
AIOCDX064,18,RAJASTHAN,JHALAWAR,JHALAWAR,723,VACANCY,VACANCY
AIOCDX137,20,UTTARAKHAND UP WEST,U.S. NAGAR,KASHIPUR,133,VACANCY,VACANCY
MHND200086,24,VIDARBHA,NANDED,NANDED,2127,VACANCY,VACANCY
MHNA200107,24,VIDARBHA,NANDED,NANDED,2127,VACANCY,VACANCY
AIOCDX124,20,UTTARAKHAND UP WEST,MUZAFFARNAGAR,MUZAFFARNAGAR,221,VACANCY,VACANCY
AIOCDW838,21,UP EAST,GORAKHPUR,GORAKHPUR,203,VACANCY,VACANCY
AIOCDW846,18,RAJASTHAN,JAIPUR,JAIPUR,87,VACANCY,VACANCY
AIOCDW893,21,UP EAST,BALLIA,BALLIA,410,VACANCY,VACANCY
AIOCDW405,21,UP EAST,GORAKHPUR,GORAKHPUR,203,VACANCY,VACANCY
AIOCDW427,19,TAMIL NADU,TIRUVANNAMALAI,TIRUVANNAMALAI,1148,VACANCY,VACANCY
AIOCDY506,20,UTTARAKHAND UP WEST,MUZAFFARNAGAR,MUZAFFARNAGAR,221,VACANCY,VACANCY
AIOCDY531,21,UP EAST,GORAKHPUR,GORAKHPUR,203,VACANCY,VACANCY
AIOCDY537,21,UP EAST,GORAKHPUR,GORAKHPUR,203,VACANCY,VACANCY
AIOCDW971,8,GUJARAT,BANASKANTHA,DHANERA,1965,VACANCY,VACANCY
AIOCDX705,1,TELANGANA,WARANGAL,WARANGAL,803,VACANCY,VACANCY
AIOCDX706,1,TELANGANA,WARANGAL,WARANGAL,803,VACANCY,VACANCY
AIOCDX707,1,TELANGANA,WARANGAL,WARANGAL,803,VACANCY,VACANCY
AIOCDX751,17,Punjab & JHC,FEROZEPUR,FEROZEPUR,79,VACANCY,VACANCY
AIOCDX508,1,TELANGANA,KURNOOL,NANDYAL,614,VACANCY,VACANCY
AIOCDW554,19,TAMIL NADU,CHENNAI,CHENNAI,238,VACANCY,VACANCY
AIOCDW510,9,HARYANA,GURUGRAM(GURGAON),GURUGRAM(GURGAON),1579,VACANCY,VACANCY
AIOCDW550,3,NORTH EAST,WEST TRIPURA,AGARTALA,659,VACANCY,VACANCY
AIOCDW555,2,ANDHRA PRADESH,KRISHNA,VIJAYAWADA,248,VACANCY,VACANCY
AIOCDW575,2,ANDHRA PRADESH,KRISHNA,VIJAYAWADA,248,VACANCY,VACANCY
AIOCDW576,23,KOLKATA,KOLKATA,KOLKATA,256,VACANCY,VACANCY
AIOCDW573,20,UTTARAKHAND UP WEST,AGRA,AGRA,111,VACANCY,VACANCY
AIOCDW582,9,HARYANA,GURUGRAM(GURGAON),GURUGRAM(GURGAON),1579,VACANCY,VACANCY
TESTING00001,3,NORTH EAST,PAPUM PARE,ITANAGAR,721,VACANCY,VACANCY
AIOCDW568,18,RAJASTHAN,ALWAR,ALWAR,83,VACANCY,VACANCY
AIOCDW570,21,UP EAST,ALLAHABAD           ,ALLAHABAD,198,VACANCY,VACANCY
AIOCDW494,20,UTTARAKHAND UP WEST,AGRA,AGRA,111,VACANCY,VACANCY
AIOCDW351,15,MADHYA PRADESH,UJJAIN,UJJAIN,109,VACANCY,VACANCY
AIOCDW352,15,MADHYA PRADESH,GWALIOR,GWALIOR,102,VACANCY,VACANCY
MHJL200152,24,VIDARBHA,JALNA,JALNA,356,VACANCY,VACANCY
DUMMY0127,19,TAMIL NADU,CHENNAI,Testing,2086,VACANCY,VACANCY
AIOCDW496,22,WEST BENGAL REST,MURSHIDABAD,BERHAMPORE,275,VACANCY,VACANCY
AIOCDW499,23,KOLKATA,KOLKATA,KOLKATA,256,VACANCY,VACANCY
MHST200187,7,MARATHWADA,SATARA,PHALTAN,622,VACANCY,VACANCY
AIOCDW500,22,WEST BENGAL REST,MALDA,MALDA,280,VACANCY,VACANCY
AIOCDW502,13,KERALA,PALAKKAD,PALAKKAD,759,VACANCY,VACANCY
AIOCDW355,15,MADHYA PRADESH,SATNA,SATNA,108,VACANCY,VACANCY
AIOCDW641,22,WEST BENGAL REST,MALDA,MALDA,280,VACANCY,VACANCY
AIOCDW492,19,TAMIL NADU,SALEM,SALEM,243,VACANCY,VACANCY
AIOCDW660,15,MADHYA PRADESH,GWALIOR,GWALIOR,102,VACANCY,VACANCY
AIOCDW632,8,GUJARAT,JUNAGARH,JUNAGARH,1576,VACANCY,VACANCY
AIOCDW639,23,KOLKATA,KOLKATA,KOLKATA,256,VACANCY,VACANCY
AIOCDW631,9,HARYANA,ROHTAK,ROHTAK,9,VACANCY,VACANCY
AIOCDW604,8,GUJARAT,JUNAGARH,JUNAGARH,1576,VACANCY,VACANCY
AIOCDW606,8,GUJARAT,JAMNAGAR,JAMNAGAR,46,VACANCY,VACANCY
AIOCDW628,17,Punjab & JHC,BATHINDA,BATHINDA,30,VACANCY,VACANCY
AIOCDW629,20,UTTARAKHAND UP WEST,MEERUT,MEERUT,123,VACANCY,VACANCY
AIOCDX019,20,UTTARAKHAND UP WEST,HAPUR,HAPUR,349,VACANCY,VACANCY
AIOCDX140,21,UP EAST,ALLAHABAD           ,ALLAHABAD,198,VACANCY,VACANCY
AIOCDX141,21,UP EAST,ALLAHABAD           ,ALLAHABAD,198,VACANCY,VACANCY
AIOCDX176,22,WEST BENGAL REST,MALDA,MALDA,280,VACANCY,VACANCY
AIOCDX190,20,UTTARAKHAND UP WEST,MORADABAD,MORADABAD,124,VACANCY,VACANCY
AIOCDX191,20,UTTARAKHAND UP WEST,MORADABAD,MORADABAD,124,VACANCY,VACANCY
AIOCDX192,20,UTTARAKHAND UP WEST,MORADABAD,MORADABAD,124,VACANCY,VACANCY
AIOCDX193,20,UTTARAKHAND UP WEST,MORADABAD,MORADABAD,124,VACANCY,VACANCY
AIOCDX194,20,UTTARAKHAND UP WEST,MORADABAD,MORADABAD,124,VACANCY,VACANCY
AIOCDW929,14,KARNATAKA,BIDAR,BIDAR,327,VACANCY,VACANCY
AIOCDW854,3,NORTH EAST,WEST TRIPURA,AGARTALA,659,VACANCY,VACANCY
AIOCDW861,18,RAJASTHAN,AJMER,AJMER,82,VACANCY,VACANCY
AIOCDW862,18,RAJASTHAN,AJMER,AJMER,82,VACANCY,VACANCY
AIOCDW863,18,RAJASTHAN,AJMER,AJMER,82,VACANCY,VACANCY
AIOCDW891,22,WEST BENGAL REST,MURSHIDABAD,BERHAMPORE,275,VACANCY,VACANCY
AIOCDW903,21,UP EAST,BARABANKI,BARABANKI,200,VACANCY,VACANCY
AIOCDW919,22,WEST BENGAL REST,MURSHIDABAD,BERHAMPORE,275,VACANCY,VACANCY
AIOCDW920,22,WEST BENGAL REST,MURSHIDABAD,BERHAMPORE,275,VACANCY,VACANCY
AIOCDW937,15,MADHYA PRADESH,DEWAS,CHAPDA,1854,VACANCY,VACANCY
AIOCDW948,22,WEST BENGAL REST,PURBA MEDINIPUR,CONTAI,2102,VACANCY,VACANCY
AIOCDW955,15,MADHYA PRADESH,CHHATARPUR,CHHATARPUR,208,VACANCY,VACANCY
AIOCDW983,22,WEST BENGAL REST,MURSHIDABAD,MURSHIDABAD,181,VACANCY,VACANCY
AIOCDX005,9,HARYANA,GURUGRAM(GURGAON),GURUGRAM(GURGAON),1579,VACANCY,VACANCY
AIOCDX006,9,HARYANA,GURUGRAM(GURGAON),GURUGRAM(GURGAON),1579,VACANCY,VACANCY
AIOCDX007,9,HARYANA,GURUGRAM(GURGAON),GURUGRAM(GURGAON),1579,VACANCY,VACANCY
AIOCDX071,8,GUJARAT,JUNAGARH,JUNAGARH,1576,VACANCY,VACANCY
AIOCDX072,8,GUJARAT,JUNAGARH,JUNAGARH,1576,VACANCY,VACANCY
AIOCDW357,23,KOLKATA,KOLKATA,KOLKATA,256,VACANCY,VACANCY
AIOCDW394,23,KOLKATA,KOLKATA,KOLKATA,256,VACANCY,VACANCY
AIOCDW396,23,KOLKATA,KOLKATA,KOLKATA,256,VACANCY,VACANCY
AIOCDX120,20,UTTARAKHAND UP WEST,MAU,MAU,2019,VACANCY,VACANCY
AIOCDX131,23,KOLKATA,KOLKATA,KOLKATA,256,VACANCY,VACANCY
AIOCDX146,23,KOLKATA,KOLKATA,KOLKATA,256,VACANCY,VACANCY
AIOCDX148,23,KOLKATA,KOLKATA,KOLKATA,256,VACANCY,VACANCY
AIOCDW959,15,MADHYA PRADESH,DATIA,DATIA,336,VACANCY,VACANCY
AIOCDX016,22,WEST BENGAL REST,PURBA MEDINIPUR,HALDIA,2442,VACANCY,VACANCY
AIOCDX017,22,WEST BENGAL REST,PURBA MEDINIPUR,HALDIA,2442,VACANCY,VACANCY
AIOCDX018,22,WEST BENGAL REST,PURBA MEDINIPUR,HALDIA,2442,VACANCY,VACANCY
AIOCDX024,8,GUJARAT,GANDHINAGAR (GUJARAT),GANDHINAGAR,1575,VACANCY,VACANCY
AIOCDX077,8,GUJARAT,GANDHINAGAR (GUJARAT),KALOL,2176,VACANCY,VACANCY
AIOCDX106,16,ODISHA,SUNDERGARH,ROURKELA,161,VACANCY,VACANCY
AIOCDW834,20,UTTARAKHAND UP WEST,KANNAUJ,KANAUJ(KANNAUJ),587,VACANCY,VACANCY
AIOCDW855,20,UTTARAKHAND UP WEST,AGRA,AGRA,111,VACANCY,VACANCY
AIOCDW886,11,JHARKHAND,DEOGHAR,DEOGHAR,560,VACANCY,VACANCY
AIOCDW887,11,JHARKHAND,DEOGHAR,DEOGHAR,560,VACANCY,VACANCY
AIOCDW888,11,JHARKHAND,DEOGHAR,DEOGHAR,560,VACANCY,VACANCY
AIOCDW912,18,RAJASTHAN,BARMER,BARMER,413,VACANCY,VACANCY
AIOCDX091,4,BIHAR,MUNGER,MUNGER,485,VACANCY,VACANCY
AIOCDX109,19,TAMIL NADU,CHENNAI,CHENNAI,238,VACANCY,VACANCY
MHST200189,7,MARATHWADA,SATARA,KARAD,362,VACANCY,VACANCY
AIOCDX199,4,BIHAR,MUNGER,MUNGER,485,VACANCY,VACANCY
AIOCDW849,16,ODISHA,MAYURBHANJ,BARIPADA,680,VACANCY,VACANCY
AIOCDW579,17,Punjab & JHC,MOHALI,ZIRAKPUR,2143,VACANCY,VACANCY
AIOCDW580,14,KARNATAKA,KALBURGI (GULBARGA),KALBURGI (GULBARGA),713,VACANCY,VACANCY
AIOCDW601,20,UTTARAKHAND UP WEST,PILIBHIT,PILIBHIT,126,VACANCY,VACANCY
AIOCDW526,4,BIHAR,BEGUSARAI,BEGUSARAI,12,VACANCY,VACANCY
AIOCDW534,5,CHATTISGARH,RAIGARH,RAIGARH,143,VACANCY,VACANCY
MHAK200091,24,VIDARBHA,AKOLA,AKOLA,313,VACANCY,VACANCY
AIOCDW539,16,ODISHA,KHURDA,BHUBANESHWAR,151,VACANCY,VACANCY
AIOCDW556,16,ODISHA,KHURDA,BHUBANESHWAR,151,VACANCY,VACANCY
AIOCDW592,16,ODISHA,KHURDA,BHUBANESHWAR,151,VACANCY,VACANCY
AIOCDW505,8,GUJARAT,VADODARA (BARODA),VADODARA (BARODA),414,VACANCY,VACANCY
AIOCDW596,17,Punjab & JHC,KANGRA,KANGRA,2439,VACANCY,VACANCY
AIOCDW597,20,UTTARAKHAND UP WEST,MATHURA,MATHURA,122,VACANCY,VACANCY
AIOCDW591,12,MUMBAI,THANE,KALYAN,457,VACANCY,VACANCY
AIOCDW349,5,CHATTISGARH,RAIGARH,RAIGARH,143,VACANCY,VACANCY
MHTH200507,12,MUMBAI,THANE,THANE,393,VACANCY,VACANCY
MHAK200125,24,VIDARBHA,AKOLA,AKOLA,313,VACANCY,VACANCY
MHAK200126,24,VIDARBHA,AKOLA,AKOLA,313,VACANCY,VACANCY
AIOCDW637,20,UTTARAKHAND UP WEST,BAHRAICH,BAHRAICH,672,VACANCY,VACANCY
MHAK200127,24,VIDARBHA,AKOLA,AKOLA,313,VACANCY,VACANCY
MHAK200128,24,VIDARBHA,AKOLA,AKOLA,313,VACANCY,VACANCY
MHTH200508,12,MUMBAI,THANE,DOMBIVLI,1627,VACANCY,VACANCY
AIOCDW611,20,UTTARAKHAND UP WEST,PAURI GARWAL,SRINAGAR(UTK),1731,VACANCY,VACANCY
AIOCDW661,19,TAMIL NADU,COIMBATORE,SIDHAPUDUR,1841,VACANCY,VACANCY
AIOCDW609,2,ANDHRA PRADESH,VISAKHAPATNAM,VISAKHAPATNAM (VIZAG),249,VACANCY,VACANCY
AIOCDW630,8,GUJARAT,BHAVNAGAR,BHAVNAGAR,56,VACANCY,VACANCY
MHTH200515,12,MUMBAI,THANE,KALYAN,457,VACANCY,VACANCY
AIOCDW610,19,TAMIL NADU,COIMBATORE,COIMBATORE,239,VACANCY,VACANCY
AIOCDW619,8,GUJARAT,VADODARA (BARODA),VADODARA (BARODA),414,VACANCY,VACANCY
AIOCDW620,8,GUJARAT,VADODARA (BARODA),VADODARA (BARODA),414,VACANCY,VACANCY
AIOCDW621,8,GUJARAT,VADODARA (BARODA),VADODARA (BARODA),414,VACANCY,VACANCY
AIOCDW622,8,GUJARAT,VADODARA (BARODA),VADODARA (BARODA),414,VACANCY,VACANCY
AIOCDW623,8,GUJARAT,VADODARA (BARODA),VADODARA (BARODA),414,VACANCY,VACANCY
AIOCDW899,22,WEST BENGAL REST,BANKURA,BANKURA,164,VACANCY,VACANCY
AIOCDW900,22,WEST BENGAL REST,BANKURA,BANKURA,164,VACANCY,VACANCY
AIOCDW901,22,WEST BENGAL REST,BANKURA,BANKURA,164,VACANCY,VACANCY
AIOCDW936,20,UTTARAKHAND UP WEST,SAMBHAL(BHEEM NAGAR),CHANDAUSI,826,VACANCY,VACANCY
AIOCDW945,19,TAMIL NADU,COIMBATORE,COIMBATORE,239,VACANCY,VACANCY
AIOCDW946,19,TAMIL NADU,COIMBATORE,COIMBATORE,239,VACANCY,VACANCY
AIOCDX078,12,MUMBAI,THANE,KALYAN,457,VACANCY,VACANCY
AIOCDX096,6,DELHI,NORTH DELHI,NORTH DELHI,1561,VACANCY,VACANCY
AIOCDX099,9,HARYANA,MAHENDERGARH,NARNAUL,615,VACANCY,VACANCY
AIOCDX105,15,MADHYA PRADESH,VIDISHA,VIDISHA,657,VACANCY,VACANCY
AIOCDX144,16,ODISHA,KHURDA,JATANI,359,VACANCY,VACANCY
AIOCDX188,21,UP EAST,MIRZAPUR,MIRZAPUR,751,VACANCY,VACANCY
AIOCDX189,17,Punjab & JHC,MOHALI,MOHALI,38,VACANCY,VACANCY
MHGR200010,24,VIDARBHA,GADCHIROLI,GADCHIROLI,962,VACANCY,VACANCY
AIOCDW984,20,UTTARAKHAND UP WEST,FATEHPUR ,FATEHPUR,703,VACANCY,VACANCY
AIOCDX066,3,NORTH EAST,JORHAT,JORHAT,453,VACANCY,VACANCY
AIOCDX076,14,KARNATAKA,KALBURGI (GULBARGA),KALBURGI (GULBARGA),713,VACANCY,VACANCY
AIOCDX108,17,Punjab & JHC,MANDI,MANDI,2058,VACANCY,VACANCY
AIOCDX116,21,UP EAST,AMBEDKAR NAGAR      ,AKBARPUR(UP),1533,VACANCY,VACANCY
AIOCDX126,21,UP EAST,AMBEDKAR NAGAR      ,AKBARPUR(UP),1533,VACANCY,VACANCY
AIOCDW864,21,UP EAST,AMBEDKAR NAGAR      ,AKBARPUR(UP),1533,VACANCY,VACANCY
AIOCDW844,16,ODISHA,KHURDA,BHUBANESHWAR,151,VACANCY,VACANCY
AIOCDW851,16,ODISHA,KHURDA,BHUBANESHWAR,151,VACANCY,VACANCY
AIOCDW853,16,ODISHA,KHURDA,BHUBANESHWAR,151,VACANCY,VACANCY
AIOCDW873,16,ODISHA,KHURDA,BHUBANESHWAR,151,VACANCY,VACANCY
MHAK200131,24,VIDARBHA,AKOLA,AKOLA,313,VACANCY,VACANCY
AIOCDW896,21,UP EAST,BANDA,BANDA,320,VACANCY,VACANCY
AIOCDW897,21,UP EAST,BANDA,BANDA,320,VACANCY,VACANCY
AIOCDW898,21,UP EAST,BANDA,BANDA,320,VACANCY,VACANCY
AIOCDW913,3,NORTH EAST,BARPETA,BARPETA,537,VACANCY,VACANCY
AIOCDX121,20,UTTARAKHAND UP WEST,RAMPUR,RAMPUR,127,VACANCY,VACANCY
AIOCDX127,21,UP EAST,BANDA,BANDA,320,VACANCY,VACANCY
AIOCDX135,22,WEST BENGAL REST,BANKURA,BISHNUPUR,823,VACANCY,VACANCY
AIOCDX203,4,BIHAR,MUZAFFARPUR,MUZAFFARPUR,998,VACANCY,VACANCY
AIOCDW923,8,GUJARAT,BHAVNAGAR,BHAVNAGAR,56,VACANCY,VACANCY
AIOCDW924,8,GUJARAT,BHAVNAGAR,BHAVNAGAR,56,VACANCY,VACANCY
AIOCDX067,9,HARYANA,JIND,JIND,298,VACANCY,VACANCY
AIOCDX068,9,HARYANA,JIND,JIND,298,VACANCY,VACANCY
AIOCDX100,9,HARYANA,AMBALA,AMBALA,2432,VACANCY,VACANCY
AIOCDX156,18,RAJASTHAN,NAGAUR,KUCHAMAN CITY,1132,VACANCY,VACANCY
MHTH200522,12,MUMBAI,THANE,THANE,393,VACANCY,VACANCY
AIOCDX207,9,HARYANA,JIND,NARWANA,1390,VACANCY,VACANCY
AIOCDW852,4,BIHAR,KAIMUR,BHABUA,1655,VACANCY,VACANCY
AIOCDW866,9,HARYANA,AMBALA,AMBALA,2432,VACANCY,VACANCY
AIOCDW867,9,HARYANA,AMBALA,AMBALA,2432,VACANCY,VACANCY
AIOCDW917,4,BIHAR,BEGUSARAI,BEGUSARAI,12,VACANCY,VACANCY
MHCH200097,24,VIDARBHA,CHANDRAPUR,CHANDRAPUR,948,VACANCY,VACANCY
AIOCDW426,20,UTTARAKHAND UP WEST,BAHRAICH,BAHRAICH,672,VACANCY,VACANCY
MHTH200538,12,MUMBAI,THANE,THANE,393,VACANCY,VACANCY
MHTH200521,12,MUMBAI,THANE,VASHI,3165,VACANCY,VACANCY
AIOCDX212,18,RAJASTHAN,HANUMANGARH,NOHAR,2556,VACANCY,VACANCY
AIOCDX227,8,GUJARAT,TAPI,VYARA,2264,VACANCY,VACANCY
AIOCDW850,17,Punjab & JHC,KANGRA,KANGRA,2439,VACANCY,VACANCY
DUMMY0129,19,TAMIL NADU,CHENNAI,CHENNAI,238,VACANCY,VACANCY
AIOCDW885,11,JHARKHAND,DEOGHAR,MADHUPUR,745,VACANCY,VACANCY
AIOCDW939,19,TAMIL NADU,CHENNAI,CHENNAI,238,VACANCY,VACANCY
AIOCDW940,19,TAMIL NADU,CHENNAI,CHENNAI,238,VACANCY,VACANCY
AIOCDW401,4,BIHAR,VAISHALI,HAJIPUR,572,VACANCY,VACANCY
AIOCDW441,19,TAMIL NADU,CHENNAI,CHENNAI,238,VACANCY,VACANCY
AIOCDY482,19,TAMIL NADU,CHENNAI,CHENNAI,238,VACANCY,VACANCY
AIOCDY492,19,TAMIL NADU,CHENNAI,CHENNAI,238,VACANCY,VACANCY
AIOCDX464,22,WEST BENGAL REST,MALDA,MALDA,280,VACANCY,VACANCY
AIOCDX465,22,WEST BENGAL REST,MALDA,MALDA,280,VACANCY,VACANCY
AIOCDY566,20,UTTARAKHAND UP WEST,MORADABAD,MORADABAD,124,VACANCY,VACANCY
AIOCDY587,20,UTTARAKHAND UP WEST,MORADABAD,MORADABAD,124,VACANCY,VACANCY
AIOCDW966,15,MADHYA PRADESH,DEWAS,DEWAS,209,VACANCY,VACANCY
AIOCDX466,14,KARNATAKA,MANDYA,MANDYA,478,VACANCY,VACANCY
AIOCDX484,19,TAMIL NADU,PONDICHERY,PONDICHERRY,1079,VACANCY,VACANCY
AIOCDX515,1,TELANGANA,NIRMAL,NIRMAL,494,VACANCY,VACANCY
AIOCDX541,19,TAMIL NADU,PONDICHERY,PONDICHERRY,1079,VACANCY,VACANCY
AIOCDX561,15,MADHYA PRADESH,RATLAM,RATLAM,505,VACANCY,VACANCY
AIOCDX564,9,HARYANA,ROHTAK,ROHTAK,9,VACANCY,VACANCY
AIOCDX575,20,UTTARAKHAND UP WEST,MORADABAD,SAMBHAL,630,VACANCY,VACANCY
AIOCDX604,20,UTTARAKHAND UP WEST,AGRA,AGRA,111,VACANCY,VACANCY
AIOCDX621,4,BIHAR,ARARIA,ARARIA,11,VACANCY,VACANCY
AIOCDX622,4,BIHAR,ARARIA,ARARIA,11,VACANCY,VACANCY
AIOCDX623,4,BIHAR,ARARIA,ARARIA,11,VACANCY,VACANCY
AIOCDX624,4,BIHAR,ARARIA,ARARIA,11,VACANCY,VACANCY
AIOCDX625,4,BIHAR,ARARIA,ARARIA,11,VACANCY,VACANCY
AIOCDX627,20,UTTARAKHAND UP WEST,MORADABAD,SAMBHAL,630,VACANCY,VACANCY
AIOCDX631,11,JHARKHAND,DEOGHAR,DEOGHAR,560,VACANCY,VACANCY
AIOCDX632,11,JHARKHAND,DEOGHAR,DEOGHAR,560,VACANCY,VACANCY
AIOCDY888,8,GUJARAT,GANDHINAGAR (GUJARAT),GANDHINAGAR,1575,VACANCY,VACANCY
AIOCDY914,4,BIHAR,ARARIA,ARARIA,11,VACANCY,VACANCY
AIOCDY951,15,MADHYA PRADESH,RATLAM,RATLAM,505,VACANCY,VACANCY
AIOCDY981,20,UTTARAKHAND UP WEST,AGRA,AGRA,111,VACANCY,VACANCY
AIOCDZ047,20,UTTARAKHAND UP WEST,AGRA,AGRA,111,VACANCY,VACANCY
MHSD200066,7,MARATHWADA,SINDHUDURG,KUDAL,369,VACANCY,VACANCY
AIOCDZ087,9,HARYANA,ROHTAK,ROHTAK,9,VACANCY,VACANCY
AIOCDZ138,16,ODISHA,KENDRAPARA,KENDRAPARA,1272,VACANCY,VACANCY
AIOCDZ151,16,ODISHA,SUNDERGARH,ROURKELA,161,VACANCY,VACANCY
AIOCDAB38,20,UTTARAKHAND UP WEST,AGRA,AGRA,111,VACANCY,VACANCY
AIOCDAB63,4,BIHAR,ARARIA,ARARIA,11,VACANCY,VACANCY
AIOCDAB66,11,JHARKHAND,DEOGHAR,DEOGHAR,560,VACANCY,VACANCY
AIOCDAC57,20,UTTARAKHAND UP WEST,KANNAUJ,KANAUJ(KANNAUJ),587,VACANCY,VACANCY
AIOCDAD44,16,ODISHA,KENDRAPARA,KENDRAPARA,1272,VACANCY,VACANCY
AIOCDAD65,15,MADHYA PRADESH,NARSINGHPUR,GADARWARA,847,VACANCY,VACANCY
AIOCDX201,22,WEST BENGAL REST,MURSHIDABAD,MURSHIDABAD,181,VACANCY,VACANCY
AIOCDY572,2,ANDHRA PRADESH,KRISHNA,VIJAYAWADA,248,VACANCY,VACANCY
AIOCDY579,23,KOLKATA,KOLKATA,KOLKATA,256,VACANCY,VACANCY
AIOCDX511,18,RAJASTHAN,JHUNJHUNU,JHUNJHUNU,89,VACANCY,VACANCY
AIOCDX590,22,WEST BENGAL REST,DARJEELING,SILIGURI,183,VACANCY,VACANCY
AIOCDX591,22,WEST BENGAL REST,DARJEELING,SILIGURI,183,VACANCY,VACANCY
AIOCDX635,22,WEST BENGAL REST,PURULIA,PURULIA,624,VACANCY,VACANCY
AIOCDX649,21,UP EAST,BARABANKI,BARABANKI,200,VACANCY,VACANCY
AIOCDX650,21,UP EAST,BARABANKI,BARABANKI,200,VACANCY,VACANCY
AIOCDX670,22,WEST BENGAL REST,PURULIA,PURULIA,624,VACANCY,VACANCY
AIOCDW828,21,UP EAST,GHAZIPUR,GHAZIPUR,232,VACANCY,VACANCY
AIOCDW890,20,UTTARAKHAND UP WEST,BUDAUN,BUDAUN,114,VACANCY,VACANCY
AIOCDX136,21,UP EAST,KUSHINAGAR,KASIA,365,VACANCY,VACANCY
AIOCDX159,18,RAJASTHAN,ALWAR,LAXMANGARH,1451,VACANCY,VACANCY
MHAD200234,7,MARATHWADA,AHMEDNAGAR,AHMEDNAGAR,934,VACANCY,VACANCY
AIOCDX180,20,UTTARAKHAND UP WEST,MEERUT,MEERUT,123,VACANCY,VACANCY
AIOCDX181,20,UTTARAKHAND UP WEST,MEERUT,MEERUT,123,VACANCY,VACANCY
AIOCDX182,20,UTTARAKHAND UP WEST,MEERUT,MEERUT,123,VACANCY,VACANCY
AIOCDX183,20,UTTARAKHAND UP WEST,MEERUT,MEERUT,123,VACANCY,VACANCY
